"","X","역번호","역사명","노선번호","노선명","환승역구분","역위도","역경도","역사도로명주소","구"
"189",189,2627,"공덕","S1106","서울 도시철도 6호선","일반역",37.54354807,126.9518977,"서울특별시 마포구 백범로 지하 200(공덕동)","마포구"
"190",190,2628,"효창공원앞","S1106","서울 도시철도 6호선","일반역",37.53933404,126.961371,"서울특별시 용산구 백범로 지하287 (효창동)","용산구"
"191",191,2629,"삼각지","S1106","서울 도시철도 6호선","일반역",37.53471155,126.9733777,"서울특별시 용산구 한강대로 지하 180 (한강로1가)","용산구"
"192",192,2630,"녹사평","S1106","서울 도시철도 6호선","일반역",37.53464201,126.9867518,"서울특별시 용산구 녹사평대로 지하195 (용산동4가)","용산구"
"193",193,2631,"이태원","S1106","서울 도시철도 6호선","일반역",37.53449861,126.994038,"서울특별시 용산구 이태원로 지하177(이태원동)","용산구"
"194",194,2632,"한강진","S1106","서울 도시철도 6호선","일반역",37.53974445,127.0014826,"서울특별시 용산구 이태원로 지하287 (한남동)","용산구"
"195",195,2633,"버티고개","S1106","서울 도시철도 6호선","일반역",37.54806951,127.0066086,"서울특별시 중구 다산로 지하38 (신당동)","중구"
"196",196,2634,"약수","S1106","서울 도시철도 6호선","일반역",37.5542519,127.0104682,"서울특별시 중구 다산로 지하 155 (신당동)","중구"
"197",197,2635,"청구","S1106","서울 도시철도 6호선","일반역",37.56021257,127.0135698,"서울특별시 중구 청구로 지하77(신당동)","중구"
"198",198,2636,"신당","S1106","서울 도시철도 6호선","일반역",37.56582912,127.0181023,"서울특별시 중구 퇴계로 지하 431-1 (신당동)","중구"
"199",199,2637,"동묘앞","S1106","서울 도시철도 6호선","일반역",37.57226031,127.0158732,"서울특별시 종로구 종로 359 (숭인동)","종로구"
"200",200,2638,"창신","S1106","서울 도시철도 6호선","일반역",37.57934562,127.0151078,"서울특별시 종로구 지봉로 지하112 (창신동)","종로구"
"201",201,2639,"보문","S1106","서울 도시철도 6호선","일반역",37.58543035,127.0192192,"서울특별시 성북구 보문로 지하116 (보문동1가)","성북구"
"202",202,2640,"안암","S1106","서울 도시철도 6호선","일반역",37.58623045,127.0292203,"서울특별시 성북구 고려대로 지하89 (안암동5가)","성북구"
"203",203,2641,"고려대","S1106","서울 도시철도 6호선","일반역",37.59033908,127.0358642,"서울특별시 성북구 종암로 지하1 (종암동)","성북구"
"204",204,2642,"월곡","S1106","서울 도시철도 6호선","일반역",37.6020753,127.0414221,"서울특별시 성북구 월곡로 지하107 (하월곡동)","성북구"
"205",205,2643,"상월곡","S1106","서울 도시철도 6호선","일반역",37.60632242,127.0485887,"서울특별시 성북구 화랑로 지하157 (상월곡동)","성북구"
"206",206,2644,"돌곶이","S1106","서울 도시철도 6호선","일반역",37.61052771,127.0564482,"서울특별시 성북구 화랑로 지하243 (석관동)","성북구"
"207",207,2645,"석계","S1106","서울 도시철도 6호선","일반역",37.61498323,127.0655612,"서울특별시 노원구 화랑로 지하347-1 (월계동)","노원구"
"208",208,2646,"태릉입구","S1106","서울 도시철도 6호선","일반역",37.61796533,127.0748937,"서울특별시 노원구 동일로 지하992-1 (공릉동)","노원구"
"209",209,2647,"화랑대","S1106","서울 도시철도 6호선","일반역",37.62013061,127.0844264,"서울특별시 노원구 화랑로 지하510","노원구"
"210",210,2648,"봉화산","S1106","서울 도시철도 6호선","일반역",37.61747193,127.0910857,"서울특별시 중랑구 신내로 지하232 (신내동)","중랑구"
"211",211,2649,"신내","S1106","서울 도시철도 6호선","일반역",37.61264135,127.103395,"서울특별시 중랑구 용마산로136길 33","중랑구"
"212",212,2711,"장암","S1107","서울 도시철도 7호선","일반역",37.69984712,127.0527785,"경기도 의정부시 동일로 121 (장암동)","의정부시"
"213",213,2712,"도봉산","S1107","서울 도시철도 7호선","일반역",37.68923188,127.0461005,"서울특별시 도봉구 도봉로 964-40 (도봉동)","도봉구"
"214",214,2713,"수락산","S1107","서울 도시철도 7호선","일반역",37.67791554,127.0552343,"서울특별시 노원구 동일로 지하1662 (상계동)","노원구"
"215",215,2714,"마들","S1107","서울 도시철도 7호선","일반역",37.66516233,127.0573337,"서울특별시 노원구 동일로 지하1530-1 (상계동)","노원구"
"216",216,2715,"노원","S1107","서울 도시철도 7호선","일반역",37.65496036,127.0620053,"서울특별시 노원구 상계로 69-1 (상계동)","노원구"
"217",217,2716,"중계","S1107","서울 도시철도 7호선","일반역",37.64521691,127.0640831,"서울특별시 노원구 동일로 지하1308-1 (중계동)","노원구"
"218",218,2717,"하계","S1107","서울 도시철도 7호선","일반역",37.63642687,127.0678149,"서울특별시 노원구 동일로 지하1196(하계동)","노원구"
"219",219,2718,"공릉","S1107","서울 도시철도 7호선","일반역",37.62551321,127.0728236,"서울특별시 노원구 동일로 지하1074","노원구"
"220",220,2719,"태릉입구","S1107","서울 도시철도 7호선","일반역",37.61816533,127.0746937,"서울특별시 노원구 동일로 지하992-1 (공릉동)","노원구"
"221",221,2720,"먹골","S1107","서울 도시철도 7호선","일반역",37.61073429,127.0775891,"서울특별시 중랑구 동일로 지하901 (묵동)","중랑구"
"222",222,2721,"중화","S1107","서울 도시철도 7호선","일반역",37.60251645,127.079253,"서울특별시 중랑구 동일로 지하797 (중화동)","중랑구"
"223",223,2722,"상봉","S1107","서울 도시철도 7호선","일반역",37.59608092,127.0853862,"서울특별시 중랑구 망우로 지하 297","중랑구"
"224",224,2723,"면목","S1107","서울 도시철도 7호선","일반역",37.58852412,127.0874251,"서울특별시 중랑구 면목로 지하407(면목동,면목역)","중랑구"
"225",225,2724,"사가정","S1107","서울 도시철도 7호선","일반역",37.58101455,127.0884688,"서울특별시 중랑구 사가정로 지하393 (면목동)","중랑구"
"226",226,2725,"용마산","S1107","서울 도시철도 7호선","일반역",37.5736549,127.0865586,"서울특별시 중랑구 용마산로 지하227(면목동)","중랑구"
"227",227,2726,"중곡","S1107","서울 도시철도 7호선","일반역",37.56568111,127.0841504,"서울특별시 광진구 능동로 지하417 (중곡동)","광진구"
"228",228,2727,"군자","S1107","서울 도시철도 7호선","일반역",37.55713392,127.079433,"서울특별시 광진구 천호대로 지하550","광진구"
"229",229,2728,"어린이대공원","S1107","서울 도시철도 7호선","일반역",37.54780394,127.0745637,"서울특별시 광진구 능동로 지하210(화양동)","광진구"
"230",230,2729,"건대입구","S1107","서울 도시철도 7호선","일반역",37.54060889,127.0698628,"서울특별시 광진구 능동로110(화양동6-3)","광진구"
"231",231,2730,"뚝섬유원지","S1107","서울 도시철도 7호선","일반역",37.53125616,127.0666673,"서울특별시 광진구 능동로 10 (자양동)","광진구"
"232",232,2731,"청담","S1107","서울 도시철도 7호선","일반역",37.5195959,127.0537514,"서울특별시 강남구 학동로 지하508 (청담동)","강남구"
"233",233,2732,"강남구청","S1107","서울 도시철도 7호선","일반역",37.51714842,127.0411628,"서울특별시 강남구 학동로 지하346 (삼성동)","강남구"
"234",234,2733,"학동","S1107","서울 도시철도 7호선","일반역",37.51428621,127.0317362,"서울특별시 강남구 학동로 지하180(논현동)","강남구"
"235",235,2734,"논현","S1107","서울 도시철도 7호선","일반역",37.51118691,127.0212831,"서울특별시 강남구 학동로 지하102(논현동)","강남구"
"236",236,2735,"반포","S1107","서울 도시철도 7호선","일반역",37.50820769,127.011497,"서울특별시 서초구 신반포로 지하241(잠원동)","서초구"
"237",237,2736,"고속터미널","S1107","서울 도시철도 7호선","일반역",37.50436623,127.0045403,"서울특별시 서초구 신반포로 지하 188 (반포동)","서초구"
"238",238,2737,"내방","S1107","서울 도시철도 7호선","일반역",37.4875118,126.9932223,"서울특별시 서초구 서초대로 지하103 (방배동)","서초구"
"239",239,2738,"이수","S1107","서울 도시철도 7호선","일반역",37.48658247,126.981745,"서울특별시 동작구 사당로 지하310 (사당동)","동작구"
"240",240,2739,"남성","S1107","서울 도시철도 7호선","일반역",37.48453469,126.9712351,"서울특별시 동작구 사당로 지하218 (사당동)","동작구"
"241",241,2740,"숭실대입구","S1107","서울 도시철도 7호선","일반역",37.4961804,126.9534722,"서울특별시 동작구 상도로 지하 378","동작구"
"242",242,2741,"상도","S1107","서울 도시철도 7호선","일반역",37.50285237,126.9477417,"서울특별시 동작구 상도로 지하272(상도1동)","동작구"
"243",243,2742,"장승배기","S1107","서울 도시철도 7호선","일반역",37.50482108,126.9388623,"서울특별시 동작구 상도로 지하188(상도동)","동작구"
"244",244,2743,"신대방삼거리","S1107","서울 도시철도 7호선","일반역",37.49968797,126.9280519,"서울특별시 동작구 상도로 지하76 (대방동)","동작구"
"245",245,2744,"보라매","S1107","서울 도시철도 7호선","일반역",37.49989004,126.9203052,"서울특별시 동작구 상도로 지하2(대방동)","동작구"
"246",246,2745,"신풍","S1107","서울 도시철도 7호선","일반역",37.50008919,126.9098598,"서울특별시 영등포구 신풍로 지하27(신길동)","영등포구"
"247",247,2746,"대림","S1107","서울 도시철도 7호선","일반역",37.49307207,126.8959105,"서울특별시 영등포구 도림로 지하137","영등포구"
"248",248,2747,"남구로","S1107","서울 도시철도 7호선","일반역",37.48613283,126.8873355,"서울특별시 구로구 도림로 지하7(구로동)","구로구"
"249",249,2748,"가산디지털단지","S1107","서울 도시철도 7호선","일반역",37.48121776,126.8825816,"서울특별시 금천구 벚꽃로 309 (가산동)","금천구"
"250",250,2749,"철산","S1107","서울 도시철도 7호선","일반역",37.47611739,126.8680062,"경기도 광명시 철산로 지하13 (철산동)","광명시"
"251",251,2750,"광명사거리","S1107","서울 도시철도 7호선","일반역",37.47941898,126.8547278,"경기도 광명시 오리로 지하980(광명동)","광명시"
"252",252,2751,"천왕","S1107","서울 도시철도 7호선","일반역",37.48661459,126.8386245,"서울특별시 구로구 오리로 지하1154(오류동)","구로구"
"253",253,2752,"온수","S1107","서울 도시철도 7호선","일반역",37.49215924,126.8237047,"서울특별시 구로구 경인로3길 지하64 (온수동)","구로구"
"254",254,2753,"까치울","S1107","서울 도시철도 7호선","일반역",37.50632983,126.8113309,"경기도 부천시 길주로 626","부천시"
"255",255,2754,"부천종합운동장","S1107","서울 도시철도 7호선","일반역",37.50544153,126.7972468,"경기도 부천시 길주로 지하 502","부천시"
"256",256,2755,"춘의","S1107","서울 도시철도 7호선","일반역",37.50372821,126.7868467,"경기도 부천시 길주로 지하 406","부천시"
"257",257,2756,"신중동","S1107","서울 도시철도 7호선","일반역",37.50308369,126.776328,"경기도 부천시 길주로 314","부천시"
"258",258,2757,"부천시청","S1107","서울 도시철도 7호선","일반역",37.50454132,126.7637332,"경기도 부천시 길주로 202","부천시"
"259",259,2758,"상동","S1107","서울 도시철도 7호선","일반역",37.50570416,126.7529908,"경기도 부천시 길주로 104","부천시"
"260",260,2759,"삼산체육관","S1107","서울 도시철도 7호선","일반역",37.50636043,126.7417749,"인천광역시 부평구 길주로 지하713 (삼산동)","부평구"
"261",261,2760,"굴포천","S1107","서울 도시철도 7호선","일반역",37.50708334,126.7311071,"인천광역시 부평구 길주로 지하623 (삼산동)","부평구"
"262",262,2761,"부평구청","S1107","서울 도시철도 7호선","일반역",37.50795782,126.7211284,"인천광역시 부평구 길주로 지하527(갈산동)","부평구"
"263",263,2811,"암사","S1108","서울 도시철도 8호선","일반역",37.54997529,127.1274183,"서울특별시 강동구 올림픽로 지하776 (암사동)","강동구"
"264",264,2812,"천호","S1108","서울 도시철도 8호선","일반역",37.53842355,127.1236234,"서울특별시 강동구 천호대로 지하997 (천호동)","강동구"
"265",265,2813,"강동구청","S1108","서울 도시철도 8호선","일반역",37.53047081,127.1202691,"서울특별시 강동구 올림픽로 지하550 (성내동)","강동구"
"266",266,2814,"몽촌토성","S1108","서울 도시철도 8호선","일반역",37.51742473,127.1123921,"서울특별시 송파구 올림픽로 지하383","송파구"
"267",267,2815,"잠실","S1108","서울 도시철도 8호선","일반역",37.51386481,127.1024965,"서울특별시 송파구 올림픽로 지하 265 (잠실동)","송파구"
"268",268,2816,"석촌","S1108","서울 도시철도 8호선","일반역",37.50535113,127.1069303,"서울특별시 송파구 송파대로 지하439(석촌동)","송파구"
"269",269,2817,"송파","S1108","서울 도시철도 8호선","일반역",37.4997227,127.1118647,"서울특별시 송파구 송파대로 지하354 (가락동)","송파구"
"270",270,2818,"가락시장","S1108","서울 도시철도 8호선","일반역",37.49292332,127.1180741,"서울특별시 송파구 송파대로 지하 257 (가락동)","송파구"
"271",271,2819,"문정","S1108","서울 도시철도 8호선","일반역",37.4859849,127.1222272,"서울특별시 송파구 송파대로 지하179 (문정동)","송파구"
"272",272,2820,"장지","S1108","서울 도시철도 8호선","일반역",37.47839756,127.1260529,"서울특별시 송파구 송파대로 지하82(장지동)","송파구"
"273",273,2821,"복정","S1108","서울 도시철도 8호선","일반역",37.47008981,127.1264714,"서울특별시 송파구 송파대로 지하6 (장지동)","송파구"
"274",274,2822,"산성","S1108","서울 도시철도 8호선","일반역",37.45668074,127.1498131,"경기도 성남시 수정구 수정로 지하365(신흥동)","성남시"
"275",275,2823,"남한산성입구","S1108","서울 도시철도 8호선","일반역",37.45156254,127.1597963,"경기도 성남시 수정구 산성대로 지하 445","성남시"
"276",276,2824,"단대오거리","S1108","서울 도시철도 8호선","일반역",37.44512808,127.1566517,"경기도 성남시 수정구 산성대로 지하365 (신흥동)","성남시"
"277",277,2825,"신흥","S1108","서울 도시철도 8호선","일반역",37.44088706,127.1473884,"경기도 성남시 수정구 산성대로 지하280 (신흥동)","성남시"
"278",278,2826,"수진","S1108","서울 도시철도 8호선","일반역",37.43732537,127.1406475,"경기도 성남시 수정구 산성대로 지하200 (수진동)","성남시"
"279",279,2827,"모란","S1108","서울 도시철도 8호선","일반역",37.43291644,127.1294298,"경기도 성남시 수정구 산성대로 지하100 (수진동)","성남시"
